id;name;grande_comando;estado;pais;
1020;3VF/DC;-;RJ;BRASIL;
1021;3VF/DF;-;DF;BRASIL;
1022;3VF/ES;-;ES;BRASIL;
1023;3VF/FLORIA;-;SC;BRASIL;
1024;3VF/GO;-;GO;BRASIL;
1025;3VF/JFORA;-;MG;BRASIL;
1026;3VF/MA;-;MA;BRASIL;
1027;3VF/MG;-;MG;BRASIL;
1028;3VF/MS;-;MS;BRASIL;
1029;3VF/NITEROI;-;RJ;BRASIL;
1030;3VF/PA;-;PA;BRASIL;
1031;3VF/PB;-;PB;BRASIL;
1032;3VF/PE;-;PE;BRASIL;
1033;3VF/POA;-;RS;BRASIL;
1034;3VF/PR;-;PR;BRASIL;
1035;3VF/RN;-;RN;BRASIL;
1036;3VF/RO;-;RO;BRASIL;
1037;3VF/RR;-;RR;BRASIL;
1038;3VF/RS;-;RS;BRASIL;
1039;3VF/SC;-;SC;BRASIL;
1040;3VF/SG;-;RJ;BRASIL;
1041;3VF/SJMERITI;-;RJ;BRASIL;
1042;3VF/SJRPRETO;-;SP;BRASIL;
1043;3VF/SP;-;SP;BRASIL;
1044;3VF/UBERL∂;-;MG;BRASIL;
1045;3VFF/RN;-;RN;BRASIL;
1046;4 DISE SUL;-;SP;BRASIL;
1047;4 DP PE;-;PE;BRASIL;
1048;4 PRET CRI;-;PA;BRASIL;
1049;4 PRET CRIM;-;PA;BRASIL;
1050;4 VC;-;RS;BRASIL;
1051;4 VC CE;-;CE;BRASIL;
1052;4 VC/RS;-;RS;BRASIL;
1053;4 VCBR;-;DF;BRASIL;
1054;4 VF/CE;-;CE;BRASIL;
1055;4 VF/PR;-;PR;BRASIL;
1056;4¶ DP/DF;-;DF;BRASIL;
1057;4¶ DPDF;-;DF;BRASIL;
1058;4¶ VC/DF;-;DF;BRASIL;
1059;4¶ VC/PA;-;PA;BRASIL;
1060;4¶ VC/SP;-;SP;BRASIL;
1061;4¶ VCCBH;-;MG;BRASIL;
1062;4¶ VFC/RJ;-;RJ;BRASIL;
1063;4¶AUD/1¶CJM;-;RJ;BRASIL;
1064;4¶AUD/1¶CJM/RJ;-;RJ;BRASIL;
1065;4¶CJM;-;MG;BRASIL;
1066;4¶CJM/JF;-;MG;BRASIL;
1067;4¶VC/RR;-;MA;BRASIL;
1068;4¶VCCN;-;RJ;BRASIL;
1069;4¶VCTR;-;RJ;BRASIL;
1070;4¶VF;-;SP;BRASIL;
1071;4JEF/AC;-;AC;BRASIL;
1072;4JEF/RJ;-;RJ;BRASIL;
1073;4ßJECCC;-;RJ;BRASIL;
1074;4ßVF/CG;-;MS;BRASIL;
1075;4ßVF/SANTOS;-;SP;BRASIL;
1076;4VC/SP;-;SP;BRASIL;
1077;4VF;-;GO;BRASIL;
1078;4VF/AL;-;AL;BRASIL;
1079;4VF/AM;-;AM;BRASIL;
1080;4VF/BA;-;BA;BRASIL;
1081;4VF/CANOAS;-;RS;BRASIL;
1082;4VF/CE;-;CE;BRASIL;
1083;4VF/DF;-;DF;BRASIL;
1084;4VF/ES;-;ES;BRASIL;
1085;4VF/FLORIA;-;SC;BRASIL;
1086;4VF/GO;-;GO;BRASIL;
1087;4VF/MS;-;MS;BRASIL;
1088;4VF/NITEROI;-;RJ;BRASIL;
1089;4VF/PA;-;PA;BRASIL;
1090;4VF/PE;-;PE;BRASIL;
1091;4VF/PR;-;PR;BRASIL;
1092;4VF/RJ;-;RJ;BRASIL;
1093;4VF/RN;-;RN;BRASIL;
1094;4VF/RR;-;RR;BRASIL;
1095;4VF/RS;-;RS;BRASIL;
1096;4VF/SC;-;SC;BRASIL;
1097;4VF/SJC;-;SP;BRASIL;
1098;4VF/SJMERITI;-;RJ;BRASIL;
1099;4VF/SP;-;SP;BRASIL;
1100;4VFPE;-;PE;BRASIL;
1101;5 DP;-;RJ;BRASIL;
1102;5 DP RJ;-;RJ;BRASIL;
1103;5 TJ;-;SP;BRASIL;
1104;5 VC;-;RJ;BRASIL;
1105;5 VC BA;-;BA;BRASIL;
1106;5 VC SP;-;SP;BRASIL;
1107;5 VC/RJ;-;RJ;BRASIL;
1108;5 VC/SP;-;SP;BRASIL;
1109;5 VF/DF;-;DF;BRASIL;
1110;5¶ DP;-;PR;BRASIL;
1111;5¶ VC;-;SP;BRASIL;
1112;5¶ VC RN;-;RN;BRASIL;
1113;5¶VC;-;DF;BRASIL;
1114;5¶VF/CUIABµ;-;MT;BRASIL;
1115;5¶VF/PI;-;PI;BRASIL;
1116;5¶VFP-DF;-;DF;BRASIL;
1117;5JEC;-;RJ;BRASIL;
1118;5JEF/RJ;-;RJ;BRASIL;
1119;5ß DP;-;CE;BRASIL;
1120;5ß VCC;-;SC;BRASIL;
1121;5ßJVD/RJ;-;RJ;BRASIL;
1122;5VF/BA;-;BA;BRASIL;
1123;5VF/CE;-;CE;BRASIL;
1124;5VF/DF;-;DF;BRASIL;
1125;5VF/ES;-;ES;BRASIL;
1126;5VF/FLORIA;-;SC;BRASIL;
1127;5VF/GUARUL;-;SP;BRASIL;
1128;5VF/MA;-;MA;BRASIL;
1129;5VF/MG;-;MG;BRASIL;
1130;5VF/PA;-;PA;BRASIL;
1131;5VF/PE;-;PE;BRASIL;
1132;5VF/PR;-;PR;BRASIL;
1133;5VF/RN;-;RN;BRASIL;
1134;5VF/RS;-;RS;BRASIL;
1135;5VF/SC;-;SC;BRASIL;
1136;5VF/SE;-;SE;BRASIL;
1137;5VF/SJMERITI;-;RJ;BRASIL;
1138;5VF/SP;-;SP;BRASIL;
1139;6 VC/TJERR;-;RR;BRASIL;
1140;6¶ VC/SP;-;SP;BRASIL;
1141;6¶ VCCBH;-;MG;BRASIL;
1142;6¶VF/CAMPINAS;-;SP;BRASIL;
1143;6JEF/MS;-;MS;BRASIL;
1144;6ßVF/RJ;-;RJ;BRASIL;
1145;6VF/AM;-;AM;BRASIL;
1146;6VF/BA;-;BA;BRASIL;
1147;6VF/CE;-;CE;BRASIL;
1148;6VF/CEARA;-;CE;BRASIL;
1149;6VF/DF;-;DF;BRASIL;
1150;6VF/FLORIA;-;SC;BRASIL;
1151;6VF/GO;-;GO;BRASIL;
1152;6VF/GUARUL;-;SP;BRASIL;
1153;6VF/MA;-;MA;BRASIL;
1154;6VF/MG;-;MG;BRASIL;
1155;6VF/PE;-;PE;BRASIL;
1156;6VF/PR;-;PR;BRASIL;
1157;6VF/RJ;-;RJ;BRASIL;
1158;6VF/RS;-;RS;BRASIL;
1159;6VF/SC;-;SC;BRASIL;
1160;6VF/SJMERITI;-;RJ;BRASIL;
1161;6VF/SP;-;SP;BRASIL;
1162;6VJEF;-;MT;BRASIL;
1163;7 VC DF;-;DF;BRASIL;
1164;7 VC/RN;-;RN;BRASIL;
1165;7 VF/CE;-;CE;BRASIL;
1166;7/VF;-;DF;BRASIL;
1167;7¶ DTRV;-;BA;BRASIL;
1168;7¶ VCC/PE;-;PE;BRASIL;
1169;7JEF/MA;-;MA;BRASIL;
1170;7VF/AL;-;AL;BRASIL;
1171;7VF/BA;-;BA;BRASIL;
1172;7VF/CANOAS;-;RS;BRASIL;
1173;7VF/CE;-;CE;BRASIL;
1174;7VF/DF;-;DF;BRASIL;
1175;7VF/GO;-;GO;BRASIL;
1176;7VF/MG;-;MG;BRASIL;
1177;7VF/PE;-;PE;BRASIL;
1178;7VF/PR;-;PR;BRASIL;
1179;7VF/RN;-;RN;BRASIL;
1180;7VF/RS;-;RS;BRASIL;
1181;7VF/SP;-;SP;BRASIL;
1182;7VFC/BA;-;BA;BRASIL;
1183;8 VF/DF;-;DF;BRASIL;
1184;8/CJM;-;RR;BRASIL;
1185;8¶ CJM;-;AM;BRASIL;
1186;8¶ VC;-;PR;BRASIL;
1187;8¶CJM;-;PA;BRASIL;
1188;8¶VF/BH;-;MG;BRASIL;
1189;8JEF/PA;-;PA;BRASIL;
1190;8ß DPB/SP;-;SP;BRASIL;
1191;8VC/FZ;-;CE;BRASIL;
1192;8VF/BA;-;BA;BRASIL;
1193;8VF/DF;-;DF;BRASIL;
1194;8VF/FLORIA;-;SC;BRASIL;
1195;8VF/GO;-;GO;BRASIL;
1196;8VF/MG;-;MG;BRASIL;
1197;8VF/MT;-;MT;BRASIL;
1198;8VF/NITER‡I;-;RJ;BRASIL;
1199;8VF/PB;-;PB;BRASIL;
1200;8VF/PE;-;PE;BRASIL;
1201;8VF/POA;-;RS;BRASIL;
1202;8VF/PR;-;PR;BRASIL;
1203;8VF/RS;-;RS;BRASIL;
1204;8VF/SP;-;SP;BRASIL;
1205;8VFC;-;RJ;BRASIL;
1206;9 VCPA;-;PA;BRASIL;
1207;9 VF/DF;-;DF;BRASIL;
1208;9/VF SJAM;-;AM;BRASIL;
1209;9¶VF/PE;-;PE;BRASIL;
1210;9VF/AL;-;AL;BRASIL;
1211;9VF/BA;-;BA;BRASIL;
1212;9VF/DF;-;DF;BRASIL;
1213;9VF/GO;-;GO;BRASIL;
1214;9VF/PE;-;PE;BRASIL;
1215;9VF/RJ;-;RJ;BRASIL;
1216;9VF/SP;-;SP;BRASIL;
1217;10 DP;-;RN;BRASIL;
1218;10 JEC/RJ;-;RJ;BRASIL;
1219;10 JECRIM;-;CE;BRASIL;
1220;10 JECRIM/CE;-;CE;BRASIL;
1221;10 VC;-;AM;BRASIL;
1222;10 VCSP;-;SP;BRASIL;
1223;10¶ VC;-;RN;BRASIL;
1224;10¶ VCB;-;PA;BRASIL;
1225;10¶ VCB/CE;-;CE;BRASIL;
1226;10¶JECRIM;-;MG;BRASIL;
1227;10DP;-;RJ;BRASIL;
1228;10ß VC/RS;-;RS;BRASIL;
1229;10VF/BA;-;BA;BRASIL;
1230;10VF/MG;-;MG;BRASIL;
1231;10VF/RN;-;RN;BRASIL;
1232;10VF/RS;-;RS;BRASIL;
1233;10VF/SP;-;SP;BRASIL;
1234;11 CJM RO;-;RO;BRASIL;
1235;11 CJM/DF;-;DF;BRASIL;
1236;11 VC PE;-;PE;BRASIL;
1237;11/VC/FCCRM/CRT;-;PR;BRASIL;
1238;11¶ CJM;-;GO;BRASIL;
1239;11¶ VC/AM;-;AM;BRASIL;
1240;11¶ VC/RJ;-;RJ;BRASIL;
1241;11VARA JEF;-;PA;BRASIL;
1242;11VF/BA;-;BA;BRASIL;
1243;11VF/CE;-;CE;BRASIL;
1244;11VF/MG;-;MG;BRASIL;
1245;11VF/PR;-;PR;BRASIL;
1246;11VF/RJ;-;RJ;BRASIL;
1247;11VF/RS;-;RS;BRASIL;
1248;11VF/SP;-;SP;BRASIL;
1249;12 VFED;-;BR;BRASIL;
1250;12¶ CJM;-;AM;BRASIL;
1251;12¶ CJM/RO;-;RO;BRASIL;
1252;12¶ DPDF;-;DF;BRASIL;
1253;12¶ DT/SV;-;BA;BRASIL;
1254;12VF/BA;-;BA;BRASIL;
1255;12VF/DF;-;DF;BRASIL;
1256;12VF/MG;-;MG;BRASIL;
1257;12VF/RS;-;RS;BRASIL;
1258;12VF/SP;-;SP;BRASIL;
1259;12VJEF;-;PA;BRASIL;
1260;13 DP;-;SP;BRASIL;
1261;13 DP SP;-;SP;BRASIL;
1262;13 JEC/CE;-;CE;BRASIL;
1263;13 VF/DF;-;DF;BRASIL;
1264;13¶ JECRIM/AM;-;AM;BRASIL;
1265;13¶ VC/FZ;-;CE;BRASIL;
1266;13¶ VJEC/AM;-;AM;BRASIL;
1267;13VF/AL;-;AL;BRASIL;
1268;13VF/BA;-;BA;BRASIL;
1269;13VF/DF;-;DF;BRASIL;
1270;13VF/MA;-;MA;BRASIL;
1271;13VF/MG;-;MG;BRASIL;
1272;13VF/PE;-;PE;BRASIL;
1273;13VF/SP;-;SP;BRASIL;
1274;14 DP;-;AM;BRASIL;
1275;14 VC;-;CE;BRASIL;
1276;14 VF/DF;-;DF;BRASIL;
1277;14 VF/MG;-;MG;BRASIL;
1278;14¶ CDC;-;SP;BRASIL;
1279;14¶ DP/DF;-;DF;BRASIL;
1280;14¶ DPG/DF;-;DF;BRASIL;
1281;14¶ VC/FCCBF;-;SP;BRASIL;
1282;14¶ VF;-;PR;BRASIL;
1283;14VF/BA;-;BA;BRASIL;
1284;14VF/CE;-;CE;BRASIL;
1285;14VF/DF;-;DF;BRASIL;
1286;14VF/MG;-;MG;BRASIL;
1287;14VF/PE;-;PE;BRASIL;
1288;14VF/RS;-;RS;BRASIL;
1289;15 DP;-;PE;BRASIL;
1290;15 DP DF;-;DF;BRASIL;
1291;15 DP PE;-;PE;BRASIL;
1292;15 VF/DF;-;DF;BRASIL;
1293;15¶ VC;-;CE;BRASIL;
1294;15JECRIM/AM;-;AM;BRASIL;
1295;15JEF/BA;-;BA;BRASIL;
1296;15VF/DF;-;DF;BRASIL;
1297;15VF/MG;-;MG;BRASIL;
1298;15VF/PE;-;PE;BRASIL;
1299;15VF/SP;-;SP;BRASIL;
1300;16 DP;-;RJ;BRASIL;
1301;16ß JECRIM;-;RJ;BRASIL;
1302;16VF/BA;-;BA;BRASIL;
1303;16VF/DF;-;DF;BRASIL;
1304;16VF/MG;-;MG;BRASIL;
1305;17 VF/DF;-;DF;BRASIL;
1306;17¶ DP;-;RJ;BRASIL;
1307;17ß JECRIM;-;RJ;BRASIL;
1308;17VF;-;SP;BRASIL;
1309;17VF/DF;-;DF;BRASIL;
1310;17VF/MG;-;MG;BRASIL;
1311;17VF/PE;-;PE;BRASIL;
1312;17VF/SP;-;SP;BRASIL;
1313;18 VC;-;SP;BRASIL;
1314;18¶ DP;-;DF;BRASIL;
1315;18VF/MG;-;MG;BRASIL;
1316;18VF/SP;-;SP;BRASIL;
1317;19¶ SJSP/SP;-;SP;BRASIL;
1318;19¶VF/PE;-;PE;BRASIL;
1319;19ß DP-AM;-;AM;BRASIL;
1320;19VF/MG;-;MG;BRASIL;
1321;19VF/RJ;-;RJ;BRASIL;
1322;19VF/SP;-;SP;BRASIL;
1323;20 VF/DF;-;DF;BRASIL;
1324;20VF/DF;-;DF;BRASIL;
1325;20VF/MG;-;MG;BRASIL;
1326;20VF/SP;-;SP;BRASIL;
1327;21 DP/DF;-;DF;BRASIL;
1328;21 VF/MG;-;MG;BRASIL;
1329;21¶ DP/RJ;-;RJ;BRASIL;
1330;21ß VF/CE;-;CE;BRASIL;
1331;21VF/CE;-;CE;BRASIL;
1332;21VF/DF;-;DF;BRASIL;
1333;21VF/MG;-;MG;BRASIL;
1334;21VF/PE;-;PE;BRASIL;
1335;21VF/SP;-;SP;BRASIL;
1336;22¶VF/RJ;-;RJ;BRASIL;
1337;22VF/DF;-;DF;BRASIL;
1338;22VF/MG;-;MG;BRASIL;
1339;22VF/RJ;-;RJ;BRASIL;
1340;22VF/SP;-;SP;BRASIL;
1341;23 VC;-;RJ;BRASIL;
1342;23¶ CP/DC;-;PE;BRASIL;
1343;23¶ VC/RJ;-;RJ;BRASIL;
1344;23¶JEF/BA;-;BA;BRASIL;
1345;23VF/DF;-;DF;BRASIL;
1346;23VF/SP;-;SP;BRASIL;
1347;23VP/PA;-;PA;BRASIL;
1348;24 DP;-;RJ;BRASIL;
1349;24 DP MG;-;MG;BRASIL;
1350;24 DRSP;-;MG;BRASIL;
1351;24 JEF/DF;-;DF;BRASIL;
1352;24VF/SP;-;SP;BRASIL;
1353;25¶ JECRIM;-;CE;BRASIL;
1354;25¶DP/RJ;-;RJ;BRASIL;
1355;25¶VF/RJ;-;RJ;BRASIL;
1356;25JEF;-;DF;BRASIL;
1357;25VF/SP;-;SP;BRASIL;
1358;26¶VF/POA;-;RS;BRASIL;
1359;26VF/DF;-;DF;BRASIL;
1360;26VF/SP;-;SP;BRASIL;
1361;27VC/RJ;-;RJ;BRASIL;
1362;27VF/DF;-;DF;BRASIL;
1363;28 VC/RJ;-;RJ;BRASIL;
1364;28JEF/MG;-;MG;BRASIL;
1365;29 VF/RJ;-;RJ;BRASIL;
1366;29VF;-;PE;BRASIL;
1367;29VF/RJ;-;RJ;BRASIL;
1368;30 DP;-;CE;BRASIL;
1369;30JEF/MG;-;MG;BRASIL;
1370;30VF/MG;-;MG;BRASIL;
1371;30VF/PE;-;PE;BRASIL;
1372;31 VCRJ;-;RJ;BRASIL;
1373;31¶ DP/RJ;-;RJ;BRASIL;
1374;31JEF/MG;-;MG;BRASIL;
1375;32VF/RJ;-;RJ;BRASIL;
1376;33V/JEF;-;MG;BRASIL;
1377;34 DP;-;RJ;BRASIL;
1378;34 DP RJ;-;RJ;BRASIL;
1379;34 VC;-;RJ;BRASIL;
1380;34ß DP/CE;-;CE;BRASIL;
1381;35 DP;-;RJ;BRASIL;
1382;35¶ VCRJ;-;RJ;BRASIL;
1383;36¶/VCCCTJ/RJ;-;RJ;BRASIL;
1384;37¶DP;-;RJ;BRASIL;
1385;39 DP;-;RJ;BRASIL;
1386;41 DP;-;RJ;BRASIL;
1387;41 VC/RJ;-;RJ;BRASIL;
1388;43¶ VC/RJ;-;RJ;BRASIL;
1389;46¶ CJ/SJ;-;SP;BRASIL;
1390;51 DP;-;RJ;BRASIL;
1391;53 DP MESQUITA;-;RJ;BRASIL;
1392;53ß DPPC/SP;-;SP;BRASIL;
1393;56¶DP;-;RJ;BRASIL;
1394;62¶ DP/RJ;-;RJ;BRASIL;
1395;74¶ DP/RJ;-;RJ;BRASIL;
1396;125DP;-;RJ;BRASIL;
1397;125DP-SPA;-;RJ;BRASIL;
1398;126¶DP/RJ;-;RJ;BRASIL;
1399;ABAM;-;RJ;BRASIL;
1400;ANAC;-;BR;BRASIL;
1401;ASPR FL;-;SC;BRASIL;
1402;AUD 8 CJM;-;MA;BRASIL;
1403;AUD/ 2 CJM;-;RN;BRASIL;
1404;AUD/ 2 CJM.;-;RN;BRASIL;
1405;AUD/4¶CJM;-;DF;BRASIL;
1406;AUD/5¶CJM;-;PR;BRASIL;
1407;AUD/6CJM;-;BA;BRASIL;
1408;AUD/7 CJM MS;-;MS;BRASIL;
1409;AUD/7CJM;-;RN;BRASIL;
1410;AUD/7CJM DF;-;DF;BRASIL;
1411;AUD/7CJM RS;-;RS;BRASIL;
1412;AUD/8 CJM;-;MA;BRASIL;
1413;AUD/9 CJM;-;RN;BRASIL;
1414;AUD/9 CJM MT;-;MT;BRASIL;
1415;AUD/10CJM RJ;-;RJ;BRASIL;
1416;AUD/11CJM;-;DF;BRASIL;
1417;AUD/11CJM BR;-;BR;BRASIL;
1418;AUD/11CJM DF;-;DF;BRASIL;
1419;AUD/12 CJM;-;PA;BRASIL;
1420;AUD/12CJM;-;RR;BRASIL;
1421;BIBLIEX;-;RJ;BRASIL;
1422;BRLIOFF;-;OUTROS;EXTERIOR;
1423;CA-BR;-;OUTROS;EXTERIOR;
1424;CA-RJ;-;OUTROS;EXTERIOR;
1425;CCTAB;-;OUTROS;EXTERIOR;
1426;CDCIBER;-;RJ;BRASIL;
1427;CFSB;-;PA;BRASIL;
1428;CJU/RS;-;SP;BRASIL;
1429;CP/MG;-;MG;BRASIL;
1430;CP/RJ;-;RJ;BRASIL;
1431;CSSA NT;-;OUTROS;EXTERIOR;
1432;CSSA RJ;-;OUTROS;EXTERIOR;
1433;CSSA SP;-;OUTROS;EXTERIOR;
1434;CT/BA;-;BA;BRASIL;
1435;CURSO EXT;-;OUTROS;EXTERIOR;
1436;DCF;-;RR;BRASIL;
1437;DCPV/RO;-;RO;BRASIL;
1438;DEACA;-;MS;BRASIL;
1439;DEAM;-;DF;BRASIL;
1440;DEAM-BV;-;RR;BRASIL;
1441;DEAM/CE;-;CE;BRASIL;
1442;DEAM/RN;-;RN;BRASIL;
1443;DEAM/SP;-;SP;BRASIL;
1444;DEAPTI;-;RJ;BRASIL;
1445;DEAT;-;AM;BRASIL;
1446;DECCM;-;AM;BRASIL;
1447;DECON;-;GO;BRASIL;
1448;DEL./TR∂NS;-;MG;BRASIL;
1449;DIFLAG;-;RO;BRASIL;
1450;DMA/SJP;-;PR;BRASIL;
1451;DP;-;RS;BRASIL;
1452;DPCA;-;DF;BRASIL;
1453;DPCCG;-;RJ;BRASIL;
1454;DPDML/SP;-;SP;BRASIL;
1455;DPF/RJ;-;RJ;BRASIL;
1456;DPFJF;-;MG;BRASIL;
1457;DPFS/PE;-;PE;BRASIL;
1458;DPJF/MG;-;MG;BRASIL;
1459;DPPM;-;RS;BRASIL;
1460;DPSECCIONAL;-;SP;BRASIL;
1461;DRPCV;-;MG;BRASIL;
1462;DTSM;-;RS;BRASIL;
1463;ESEFEX;-;RJ;BRASIL;
1464;ESSLOG;-;RJ;BRASIL;
1465;FHE;-;DF;BRASIL;
1466;I JECRIM;-;RJ;BRASIL;
1467;II;-;RJ;BRASIL;
1468;II JEC/RJ;-;RJ;BRASIL;
1469;II JVD/CG-RJ;-;RJ;BRASIL;
1470;III JECRIM;-;RJ;BRASIL;
1471;ISAE;-;RJ;BRASIL;
1472;IV JECRIM;-;PA;BRASIL;
1473;IV JECRIM/PA;-;PA;BRASIL;
1474;IV VC JF;-;PE;BRASIL;
1475;IV VTJ;-;SP;BRASIL;
1476;JCRIM/AM;-;AM;BRASIL;
1477;JDCSPA;-;RJ;BRASIL;
1478;JE/PE;-;PE;BRASIL;
1479;JEC/SJP-PR;-;PR;BRASIL;
1480;JECRIM;-;RJ;BRASIL;
1481;JECRIM/DF;-;DF;BRASIL;
1482;JECRIM/GUARµ;-;DF;BRASIL;
1483;JECRIM/MACAê;-;RJ;BRASIL;
1484;JECRIM/PR;-;PR;BRASIL;
1485;JECRIM/RJ;-;RJ;BRASIL;
1486;JECRIM/SC;-;SC;BRASIL;
1487;JECRIM/SJC;-;SP;BRASIL;
1488;JEF;-;SP;BRASIL;
1489;JEF ADJ/SJDR;-;MG;BRASIL;
1490;JEF/SAO CARLOS;-;SP;BRASIL;
1491;JEF/SC;-;SC;BRASIL;
1492;JEF/SP;-;SP;BRASIL;
1493;JEFU/MG;-;MG;BRASIL;
1494;JEVD;-;SC;BRASIL;
1495;JF/TUBAR«O;-;SC;BRASIL;
1496;JF4¶RG/CN;-;RS;BRASIL;
1497;JVD;-;RS;BRASIL;
1498;JVDCM;-;RN;BRASIL;
1499;JVDCMPE;-;PE;BRASIL;
1500;JVDFCM;-;DF;BRASIL;
1501;JVDFCM/NT;-;RN;BRASIL;
1502;JVDFCM/RN;-;RN;BRASIL;
1503;JVDFCM/SG;-;RJ;BRASIL;
1504;JVDFCMNI;-;RJ;BRASIL;
1505;JVDFM/RO;-;RO;BRASIL;
1506;OUTRAS;-;OUTROS;EXTERIOR;
1507;PCRR;-;RR;BRASIL;
1508;PF/CE;-;CE;BRASIL;
1509;PJC/MT;-;MT;BRASIL;
1510;PM/BA;-;BA;BRASIL;
1511;SBFA;-;SP;BRASIL;
1512;SPFC/PE;-;PE;BRASIL;
1513;SR/DPF/PR;-;PR;BRASIL;
1514;SSDCPC/PV;-;RO;BRASIL;
1515;STF;-;DF;BRASIL;
1516;STF/DF;-;DF;BRASIL;
1517;STIMULU SENSE;-;BA;BRASIL;
1518;STJ;-;DF;BRASIL;
1519;STJ/DF;-;DF;BRASIL;
1520;STM/BR;-;DF;BRASIL;
1521;SUPC;-;PA;BRASIL;
1522;TFR;-;DF;BRASIL;
1523;TJ BE;-;PA;BRASIL;
1524;TJ-RJ;-;RJ;BRASIL;
1525;TJ/CE;-;CE;BRASIL;
1526;TJ/MG;-;MG;BRASIL;
1527;TJ/PR;-;PR;BRASIL;
1528;TJ/RJ;-;RJ;BRASIL;
1529;TJAM;-;AM;BRASIL;
1530;TJAM/11VC;-;AM;BRASIL;
1531;TJDFTDF;-;DF;BRASIL;
1532;TJMG;-;MG;BRASIL;
1533;TJMS;-;MS;BRASIL;
1534;TJMT;-;MT;BRASIL;
1535;TJRJ;-;RJ;BRASIL;
1536;TJSP;-;SP;BRASIL;
1537;TRF1REGIAO;-;DF;BRASIL;
1538;TRF1REGIAO/AM;-;AM;BRASIL;
1539;TRF4REGIAO/RS;-;RS;BRASIL;
1540;TRF5REGIAO/PE;-;PE;BRASIL;
1541;TRJ;-;RJ;BRASIL;
1542;UNICA/SJDR;-;MG;BRASIL;
1543;UNSC;-;MG;BRASIL;
1544;V JECRIM;-;CE;BRASIL;
1545;V. ÈNICA;-;GO;BRASIL;
1546;VARA UNICA;-;BA;BRASIL;
1547;VC;-;RS;BRASIL;
1548;VC INDEF;-;BR;BRASIL;
1549;VC JARAGUA;-;GO;BRASIL;
1550;VC MADUREIRA;-;RJ;BRASIL;
1551;VC PARNAMIRIM/RN;-;RN;BRASIL;
1552;VCCAP;-;PE;BRASIL;
1553;VCCCA;-;PA;BRASIL;
1554;VCCT;-;AC;BRASIL;
1555;VCIF;-;PR;BRASIL;
1556;VCIJ/BA;-;BA;BRASIL;
1557;VCPC/PA;-;PA;BRASIL;
1558;VCSRR;-;RR;BRASIL;
1559;VCTJ;-;DF;BRASIL;
1560;VCTJAC;-;DF;BRASIL;
1561;VDFCM;-;PE;BRASIL;
1562;VDT/PV;-;RO;BRASIL;
1563;VEC/MG;-;MG;BRASIL;
1564;VEF-DF;-;DF;BRASIL;
1565;VEMEPA;-;RR;BRASIL;
1566;VEPA-PA;-;PA;BRASIL;
1567;VEPAC/RF;-;PE;BRASIL;
1568;VEPEMA;-;RO;BRASIL;
1569;VEVDFCM;-;MA;BRASIL;
1570;VF AMB;-;SC;BRASIL;
1571;VF AMBIENTAL;-;PR;BRASIL;
1572;VF C÷VEL E CRIMINAL;-;AC;BRASIL;
1573;VFC DA SSJ;-;MG;BRASIL;
1574;VFCC DA SSJ;-;BA;BRASIL;
1575;VI JECRIM;-;PA;BRASIL;
1576;VII JEC;-;RJ;BRASIL;
1577;VIP;-;PR;BRASIL;
1578;VPTJ;-;PE;BRASIL;
1579;VPTJ/PE;-;PE;BRASIL;
1580;VRSANTANA;-;SP;BRASIL;
1581;VUAP;-;PA;BRASIL;
1582;VUCBP/RJ;-;RJ;BRASIL;
1583;VUCG;-;RN;BRASIL;
1584;VUCI/CE;-;CE;BRASIL;
1585;VUCQ;-;SP;BRASIL;
1586;VUF/SL;-;MG;BRASIL;
1587;VUGN;-;MT;BRASIL;
1588;VUNICA;-;MT;BRASIL;
1589;VUSMG;-;PA;BRASIL;
1590;VUTCFZ/CE;-;CE;BRASIL;
1591;X JECRIM;-;RJ;BRASIL;
1592;XVI JECRIM;-;RJ;BRASIL;
1593;XVI JERJ;-;RJ;BRASIL;
1594;XVII JECRIM;-;RJ;BRASIL;
1595;XVII JECRIM RJ;-;RJ;BRASIL;
1596;XVIII;-;RJ;BRASIL;
1597;XVIII JECRIM/RJ;-;RJ;BRASIL;
1598;11;-;DF;BRASIL;
